Zonas turísticas;País de residencia;Meses;Total
Galicia: Rías Altas;Total;Octubre;67.068
Galicia: Rías Altas;Total;Noviembre;51.377
Galicia: Rías Altas;Total;Diciembre;45.264
Galicia: Rías Altas;Residentes en España;Total;597.530
Galicia: Rías Altas;Residentes en España;Enero;27.122
Galicia: Rías Altas;Residentes en España;Febrero;36.935
Galicia: Rías Altas;Residentes en España;Marzo;40.547
Galicia: Rías Altas;Residentes en España;Abril;46.862
Galicia: Rías Altas;Residentes en España;Mayo;49.223
Galicia: Rías Altas;Residentes en España;Junio;51.523
Galicia: Rías Altas;Residentes en España;Julio;72.768
Galicia: Rías Altas;Residentes en España;Agosto;81.102
Galicia: Rías Altas;Residentes en España;Septiembre;54.542
Galicia: Rías Altas;Residentes en España;Octubre;54.080
Galicia: Rías Altas;Residentes en España;Noviembre;43.957
Galicia: Rías Altas;Residentes en España;Diciembre;38.872
Galicia: Rías Altas;No residentes en España;Total;128.747
Galicia: Rías Altas;No residentes en España;Enero;3.436
Galicia: Rías Altas;No residentes en España;Febrero;4.588
Galicia: Rías Altas;No residentes en España;Marzo;6.103
Galicia: Rías Altas;No residentes en España;Abril;10.472
Galicia: Rías Altas;No residentes en España;Mayo;13.673
Galicia: Rías Altas;No residentes en España;Junio;13.931
Galicia: Rías Altas;No residentes en España;Julio;15.379
Galicia: Rías Altas;No residentes en España;Agosto;18.929
Galicia: Rías Altas;No residentes en España;Septiembre;15.435
Galicia: Rías Altas;No residentes en España;Octubre;12.989
Galicia: Rías Altas;No residentes en España;Noviembre;7.420
Galicia: Rías Altas;No residentes en España;Diciembre;6.392
Galicia: Rías Altas;Unión Europea 27 (sin España);Total;70.079
Galicia: Rías Altas;Unión Europea 27 (sin España);Enero;1.697
Galicia: Rías Altas;Unión Europea 27 (sin España);Febrero;2.514
Galicia: Rías Altas;Unión Europea 27 (sin España);Marzo;3.081
Galicia: Rías Altas;Unión Europea 27 (sin España);Abril;5.905
Galicia: Rías Altas;Unión Europea 27 (sin España);Mayo;7.412
Galicia: Rías Altas;Unión Europea 27 (sin España);Junio;7.623
Galicia: Rías Altas;Unión Europea 27 (sin España);Julio;7.704
Galicia: Rías Altas;Unión Europea 27 (sin España);Agosto;12.716
Galicia: Rías Altas;Unión Europea 27 (sin España);Septiembre;7.884
Galicia: Rías Altas;Unión Europea 27 (sin España);Octubre;6.709
Galicia: Rías Altas;Unión Europea 27 (sin España);Noviembre;3.589
Galicia: Rías Altas;Unión Europea 27 (sin España);Diciembre;3.244
Galicia: Rías Altas;Alemania;Total;9.302
Galicia: Rías Altas;Alemania;Enero;82
Galicia: Rías Altas;Alemania;Febrero;121
Galicia: Rías Altas;Alemania;Marzo;380
Galicia: Rías Altas;Alemania;Abril;882
Galicia: Rías Altas;Alemania;Mayo;1.507
Galicia: Rías Altas;Alemania;Junio;1.321
Galicia: Rías Altas;Alemania;Julio;982
Galicia: Rías Altas;Alemania;Agosto;1.151
Galicia: Rías Altas;Alemania;Septiembre;1.471
Galicia: Rías Altas;Alemania;Octubre;874
Galicia: Rías Altas;Alemania;Noviembre;295
Galicia: Rías Altas;Alemania;Diciembre;236
Galicia: Rías Altas;Austria;Total;928
Galicia: Rías Altas;Austria;Enero;.
Galicia: Rías Altas;Austria;Febrero;..
Galicia: Rías Altas;Austria;Marzo;40
Galicia: Rías Altas;Austria;Abril;35
Galicia: Rías Altas;Austria;Mayo;149
Galicia: Rías Altas;Austria;Junio;104
Galicia: Rías Altas;Austria;Julio;154
Galicia: Rías Altas;Austria;Agosto;146
Galicia: Rías Altas;Austria;Septiembre;69
Galicia: Rías Altas;Austria;Octubre;93
Galicia: Rías Altas;Austria;Noviembre;73
Galicia: Rías Altas;Austria;Diciembre;33
Galicia: Rías Altas;Bélgica;Total;1.767
Galicia: Rías Altas;Bélgica;Enero;41
Galicia: Rías Altas;Bélgica;Febrero;41
Galicia: Rías Altas;Bélgica;Marzo;74
Galicia: Rías Altas;Bélgica;Abril;106
Galicia: Rías Altas;Bélgica;Mayo;120
Galicia: Rías Altas;Bélgica;Junio;171
Galicia: Rías Altas;Bélgica;Julio;269
Galicia: Rías Altas;Bélgica;Agosto;312
Galicia: Rías Altas;Bélgica;Septiembre;227
Galicia: Rías Altas;Bélgica;Octubre;135
Galicia: Rías Altas;Bélgica;Noviembre;185
Galicia: Rías Altas;Bélgica;Diciembre;86
Galicia: Rías Altas;Dinamarca;Total;916
Galicia: Rías Altas;Dinamarca;Enero;11
Galicia: Rías Altas;Dinamarca;Febrero;15
Galicia: Rías Altas;Dinamarca;Marzo;25
Galicia: Rías Altas;Dinamarca;Abril;118
Galicia: Rías Altas;Dinamarca;Mayo;23
Galicia: Rías Altas;Dinamarca;Junio;74
Galicia: Rías Altas;Dinamarca;Julio;232
Galicia: Rías Altas;Dinamarca;Agosto;96
Galicia: Rías Altas;Dinamarca;Septiembre;148
Galicia: Rías Altas;Dinamarca;Octubre;140
Galicia: Rías Altas;Dinamarca;Noviembre;21
Galicia: Rías Altas;Dinamarca;Diciembre;12
Galicia: Rías Altas;Finlandia;Total;499
Galicia: Rías Altas;Finlandia;Enero;53
Galicia: Rías Altas;Finlandia;Febrero;.
Galicia: Rías Altas;Finlandia;Marzo;13
Galicia: Rías Altas;Finlandia;Abril;53
Galicia: Rías Altas;Finlandia;Mayo;66
Galicia: Rías Altas;Finlandia;Junio;59
Galicia: Rías Altas;Finlandia;Julio;56
Galicia: Rías Altas;Finlandia;Agosto;28
Galicia: Rías Altas;Finlandia;Septiembre;43
Galicia: Rías Altas;Finlandia;Octubre;66
Galicia: Rías Altas;Finlandia;Noviembre;53
Galicia: Rías Altas;Finlandia;Diciembre;..
Galicia: Rías Altas;Francia;Total;9.238
Galicia: Rías Altas;Francia;Enero;241
Galicia: Rías Altas;Francia;Febrero;314
Galicia: Rías Altas;Francia;Marzo;348
Galicia: Rías Altas;Francia;Abril;433
Galicia: Rías Altas;Francia;Mayo;938
Galicia: Rías Altas;Francia;Junio;897
Galicia: Rías Altas;Francia;Julio;1.083
Galicia: Rías Altas;Francia;Agosto;2.267
Galicia: Rías Altas;Francia;Septiembre;1.141
Galicia: Rías Altas;Francia;Octubre;804
Galicia: Rías Altas;Francia;Noviembre;471
Galicia: Rías Altas;Francia;Diciembre;300
Galicia: Rías Altas;Grecia;Total;362
Galicia: Rías Altas;Grecia;Enero;14
Galicia: Rías Altas;Grecia;Febrero;24
Galicia: Rías Altas;Grecia;Marzo;17
Galicia: Rías Altas;Grecia;Abril;16
Galicia: Rías Altas;Grecia;Mayo;25
Galicia: Rías Altas;Grecia;Junio;36
Galicia: Rías Altas;Grecia;Julio;56
Galicia: Rías Altas;Grecia;Agosto;28
Galicia: Rías Altas;Grecia;Septiembre;18
Galicia: Rías Altas;Grecia;Octubre;35
Galicia: Rías Altas;Grecia;Noviembre;45
Galicia: Rías Altas;Grecia;Diciembre;49
Galicia: Rías Altas;Irlanda;Total;2.956
Galicia: Rías Altas;Irlanda;Enero;54
Galicia: Rías Altas;Irlanda;Febrero;45
Galicia: Rías Altas;Irlanda;Marzo;75
Galicia: Rías Altas;Irlanda;Abril;325
Galicia: Rías Altas;Irlanda;Mayo;425
Galicia: Rías Altas;Irlanda;Junio;277
Galicia: Rías Altas;Irlanda;Julio;270
Galicia: Rías Altas;Irlanda;Agosto;312
Galicia: Rías Altas;Irlanda;Septiembre;383
Galicia: Rías Altas;Irlanda;Octubre;676
Galicia: Rías Altas;Irlanda;Noviembre;71
Galicia: Rías Altas;Irlanda;Diciembre;42
Galicia: Rías Altas;Italia;Total;13.249
Galicia: Rías Altas;Italia;Enero;185
Galicia: Rías Altas;Italia;Febrero;328
Galicia: Rías Altas;Italia;Marzo;395
Galicia: Rías Altas;Italia;Abril;795
Galicia: Rías Altas;Italia;Mayo;1.382
Galicia: Rías Altas;Italia;Junio;1.498
Galicia: Rías Altas;Italia;Julio;1.642
Galicia: Rías Altas;Italia;Agosto;3.506
Galicia: Rías Altas;Italia;Septiembre;1.354
Galicia: Rías Altas;Italia;Octubre;1.160
Galicia: Rías Altas;Italia;Noviembre;553
Galicia: Rías Altas;Italia;Diciembre;452
Galicia: Rías Altas;Luxemburgo;Total;196
Galicia: Rías Altas;Luxemburgo;Enero;..
Galicia: Rías Altas;Luxemburgo;Febrero;..
Galicia: Rías Altas;Luxemburgo;Marzo;..
Galicia: Rías Altas;Luxemburgo;Abril;..
Galicia: Rías Altas;Luxemburgo;Mayo;..
Galicia: Rías Altas;Luxemburgo;Junio;..
Galicia: Rías Altas;Luxemburgo;Julio;..
Galicia: Rías Altas;Luxemburgo;Agosto;156
Galicia: Rías Altas;Luxemburgo;Septiembre;..
Galicia: Rías Altas;Luxemburgo;Octubre;10
Galicia: Rías Altas;Luxemburgo;Noviembre;..
Galicia: Rías Altas;Luxemburgo;Diciembre;..
Galicia: Rías Altas;Países Bajos;Total;3.517
Galicia: Rías Altas;Países Bajos;Enero;63
Galicia: Rías Altas;Países Bajos;Febrero;58
Galicia: Rías Altas;Países Bajos;Marzo;120
Galicia: Rías Altas;Países Bajos;Abril;175
Galicia: Rías Altas;Países Bajos;Mayo;532
Galicia: Rías Altas;Países Bajos;Junio;424
Galicia: Rías Altas;Países Bajos;Julio;371
Galicia: Rías Altas;Países Bajos;Agosto;630
Galicia: Rías Altas;Países Bajos;Septiembre;517
Galicia: Rías Altas;Países Bajos;Octubre;295
Galicia: Rías Altas;Países Bajos;Noviembre;206
Galicia: Rías Altas;Países Bajos;Diciembre;126
Galicia: Rías Altas;Polonia;Total;1.452
Galicia: Rías Altas;Polonia;Enero;34
Galicia: Rías Altas;Polonia;Febrero;44
Galicia: Rías Altas;Polonia;Marzo;23
Galicia: Rías Altas;Polonia;Abril;62
Galicia: Rías Altas;Polonia;Mayo;69
Galicia: Rías Altas;Polonia;Junio;249
Galicia: Rías Altas;Polonia;Julio;220
Galicia: Rías Altas;Polonia;Agosto;236
Galicia: Rías Altas;Polonia;Septiembre;144
Galicia: Rías Altas;Polonia;Octubre;120
Galicia: Rías Altas;Polonia;Noviembre;161
Galicia: Rías Altas;Polonia;Diciembre;91
Galicia: Rías Altas;Portugal;Total;21.110
Galicia: Rías Altas;Portugal;Enero;733
Galicia: Rías Altas;Portugal;Febrero;1.368
Galicia: Rías Altas;Portugal;Marzo;1.241
Galicia: Rías Altas;Portugal;Abril;2.619
Galicia: Rías Altas;Portugal;Mayo;1.579
Galicia: Rías Altas;Portugal;Junio;2.158
Galicia: Rías Altas;Portugal;Julio;1.973
Galicia: Rías Altas;Portugal;Agosto;3.296
Galicia: Rías Altas;Portugal;Septiembre;1.736
Galicia: Rías Altas;Portugal;Octubre;1.733
Galicia: Rías Altas;Portugal;Noviembre;1.107
Galicia: Rías Altas;Portugal;Diciembre;1.566
Galicia: Rías Altas;República Checa;Total;325
Galicia: Rías Altas;República Checa;Enero;..
Galicia: Rías Altas;República Checa;Febrero;20
Galicia: Rías Altas;República Checa;Marzo;..
Galicia: Rías Altas;República Checa;Abril;16
Galicia: Rías Altas;República Checa;Mayo;64
Galicia: Rías Altas;República Checa;Junio;28
Galicia: Rías Altas;República Checa;Julio;46
Galicia: Rías Altas;República Checa;Agosto;49
Galicia: Rías Altas;República Checa;Septiembre;31
Galicia: Rías Altas;República Checa;Octubre;46
Galicia: Rías Altas;República Checa;Noviembre;14
Galicia: Rías Altas;República Checa;Diciembre;..
Galicia: Rías Altas;Suecia;Total;936
Galicia: Rías Altas;Suecia;Enero;..
Galicia: Rías Altas;Suecia;Febrero;47
Galicia: Rías Altas;Suecia;Marzo;78
Galicia: Rías Altas;Suecia;Abril;39
Galicia: Rías Altas;Suecia;Mayo;96
Galicia: Rías Altas;Suecia;Junio;72
Galicia: Rías Altas;Suecia;Julio;76
Galicia: Rías Altas;Suecia;Agosto;49
Galicia: Rías Altas;Suecia;Septiembre;287
Galicia: Rías Altas;Suecia;Octubre;125
Galicia: Rías Altas;Suecia;Noviembre;56
Galicia: Rías Altas;Suecia;Diciembre;.
Galicia: Rías Altas;Noruega;Total;665
Galicia: Rías Altas;Noruega;Enero;11
Galicia: Rías Altas;Noruega;Febrero;33
Galicia: Rías Altas;Noruega;Marzo;32
Galicia: Rías Altas;Noruega;Abril;27
Galicia: Rías Altas;Noruega;Mayo;51
Galicia: Rías Altas;Noruega;Junio;35
Galicia: Rías Altas;Noruega;Julio;123
Galicia: Rías Altas;Noruega;Agosto;64
Galicia: Rías Altas;Noruega;Septiembre;106
Galicia: Rías Altas;Noruega;Octubre;90
Galicia: Rías Altas;Noruega;Noviembre;64
Galicia: Rías Altas;Noruega;Diciembre;28
Galicia: Rías Altas;Reino Unido;Total;9.166
Galicia: Rías Altas;Reino Unido;Enero;173
Galicia: Rías Altas;Reino Unido;Febrero;171
Galicia: Rías Altas;Reino Unido;Marzo;405
Galicia: Rías Altas;Reino Unido;Abril;547
Galicia: Rías Altas;Reino Unido;Mayo;1.039
Galicia: Rías Altas;Reino Unido;Junio;1.210
Galicia: Rías Altas;Reino Unido;Julio;1.209
Galicia: Rías Altas;Reino Unido;Agosto;1.279
Galicia: Rías Altas;Reino Unido;Septiembre;1.454
Galicia: Rías Altas;Reino Unido;Octubre;973
Galicia: Rías Altas;Reino Unido;Noviembre;421
Galicia: Rías Altas;Reino Unido;Diciembre;285
Galicia: Rías Altas;Suiza;Total;3.326
Galicia: Rías Altas;Suiza;Enero;122
Galicia: Rías Altas;Suiza;Febrero;65
Galicia: Rías Altas;Suiza;Marzo;75
Galicia: Rías Altas;Suiza;Abril;313
Galicia: Rías Altas;Suiza;Mayo;509
Galicia: Rías Altas;Suiza;Junio;251
Galicia: Rías Altas;Suiza;Julio;670
Galicia: Rías Altas;Suiza;Agosto;343
Galicia: Rías Altas;Suiza;Septiembre;439
Galicia: Rías Altas;Suiza;Octubre;320
Galicia: Rías Altas;Suiza;Noviembre;110
Galicia: Rías Altas;Suiza;Diciembre;108
Galicia: Rías Altas;Resto de Europa sin U.E.;Total;4.678
Galicia: Rías Altas;Resto de Europa sin U.E.;Enero;173
Galicia: Rías Altas;Resto de Europa sin U.E.;Febrero;150
Galicia: Rías Altas;Resto de Europa sin U.E.;Marzo;459
Galicia: Rías Altas;Resto de Europa sin U.E.;Abril;324
Galicia: Rías Altas;Resto de Europa sin U.E.;Mayo;385
Galicia: Rías Altas;Resto de Europa sin U.E.;Junio;470
Galicia: Rías Altas;Resto de Europa sin U.E.;Julio;593
Galicia: Rías Altas;Resto de Europa sin U.E.;Agosto;596
Galicia: Rías Altas;Resto de Europa sin U.E.;Septiembre;508
Galicia: Rías Altas;Resto de Europa sin U.E.;Octubre;325
Galicia: Rías Altas;Resto de Europa sin U.E.;Noviembre;365
Galicia: Rías Altas;Resto de Europa sin U.E.;Diciembre;329
Galicia: Rías Altas;Japón;Total;528
Galicia: Rías Altas;Japón;Enero;49
Galicia: Rías Altas;Japón;Febrero;39
Galicia: Rías Altas;Japón;Marzo;29
Galicia: Rías Altas;Japón;Abril;28
Galicia: Rías Altas;Japón;Mayo;62
Galicia: Rías Altas;Japón;Junio;19
Galicia: Rías Altas;Japón;Julio;61
Galicia: Rías Altas;Japón;Agosto;43
Galicia: Rías Altas;Japón;Septiembre;53
Galicia: Rías Altas;Japón;Octubre;65
Galicia: Rías Altas;Japón;Noviembre;44
Galicia: Rías Altas;Japón;Diciembre;36
Galicia: Rías Altas;República China;Total;1.556
Galicia: Rías Altas;República China;Enero;35
Galicia: Rías Altas;República China;Febrero;97
Galicia: Rías Altas;República China;Marzo;12
Galicia: Rías Altas;República China;Abril;133
Galicia: Rías Altas;República China;Mayo;94
Galicia: Rías Altas;República China;Junio;134
Galicia: Rías Altas;República China;Julio;120
Galicia: Rías Altas;República China;Agosto;224
Galicia: Rías Altas;República China;Septiembre;146
Galicia: Rías Altas;República China;Octubre;170
Galicia: Rías Altas;República China;Noviembre;250
Galicia: Rías Altas;República China;Diciembre;141
Galicia: Rías Altas;Estados Unidos;Total;9.079
Galicia: Rías Altas;Estados Unidos;Enero;121
Galicia: Rías Altas;Estados Unidos;Febrero;254
Galicia: Rías Altas;Estados Unidos;Marzo;503
Galicia: Rías Altas;Estados Unidos;Abril;576
Galicia: Rías Altas;Estados Unidos;Mayo;897
Galicia: Rías Altas;Estados Unidos;Junio;1.497
Galicia: Rías Altas;Estados Unidos;Julio;1.737
Galicia: Rías Altas;Estados Unidos;Agosto;829
Galicia: Rías Altas;Estados Unidos;Septiembre;1.074
Galicia: Rías Altas;Estados Unidos;Octubre;919
Galicia: Rías Altas;Estados Unidos;Noviembre;336
Galicia: Rías Altas;Estados Unidos;Diciembre;335
Galicia: Rías Altas;Resto de América;Total;21.389
Galicia: Rías Altas;Resto de América;Enero;796
Galicia: Rías Altas;Resto de América;Febrero;787
Galicia: Rías Altas;Resto de América;Marzo;1.036
Galicia: Rías Altas;Resto de América;Abril;1.979
Galicia: Rías Altas;Resto de América;Mayo;2.373
Galicia: Rías Altas;Resto de América;Junio;2.024
Galicia: Rías Altas;Resto de América;Julio;2.482
Galicia: Rías Altas;Resto de América;Agosto;2.127
Galicia: Rías Altas;Resto de América;Septiembre;2.761
Galicia: Rías Altas;Resto de América;Octubre;2.301
Galicia: Rías Altas;Resto de América;Noviembre;1.521
Galicia: Rías Altas;Resto de América;Diciembre;1.203
Galicia: Rías Altas;Países africanos;Total;1.265
Galicia: Rías Altas;Países africanos;Enero;58
Galicia: Rías Altas;Países africanos;Febrero;106
Galicia: Rías Altas;Países africanos;Marzo;134
Galicia: Rías Altas;Países africanos;Abril;136
Galicia: Rías Altas;Países africanos;Mayo;83
Galicia: Rías Altas;Países africanos;Junio;73
Galicia: Rías Altas;Países africanos;Julio;99
Galicia: Rías Altas;Países africanos;Agosto;91
Galicia: Rías Altas;Países africanos;Septiembre;91
Galicia: Rías Altas;Países africanos;Octubre;130
Galicia: Rías Altas;Países africanos;Noviembre;107
Galicia: Rías Altas;Países africanos;Diciembre;156
Galicia: Mariña Lucense;Total;Total;162.729
Galicia: Mariña Lucense;Total;Enero;4.209
Galicia: Mariña Lucense;Total;Febrero;6.042
Galicia: Mariña Lucense;Total;Marzo;6.927
Galicia: Mariña Lucense;Total;Abril;12.349
Galicia: Mariña Lucense;Total;Mayo;12.864
Galicia: Mariña Lucense;Total;Junio;16.523
Galicia: Mariña Lucense;Total;Julio;27.649
Galicia: Mariña Lucense;Total;Agosto;31.333
Galicia: Mariña Lucense;Total;Septiembre;20.147
Galicia: Mariña Lucense;Total;Octubre;13.207
Galicia: Mariña Lucense;Total;Noviembre;5.987
Galicia: Mariña Lucense;Total;Diciembre;5.492
Galicia: Mariña Lucense;Residentes en España;Total;140.473
Galicia: Mariña Lucense;Residentes en España;Enero;3.989
Galicia: Mariña Lucense;Residentes en España;Febrero;5.719
Galicia: Mariña Lucense;Residentes en España;Marzo;6.411
Galicia: Mariña Lucense;Residentes en España;Abril;11.454
Galicia: Mariña Lucense;Residentes en España;Mayo;10.406
Galicia: Mariña Lucense;Residentes en España;Junio;13.389
Galicia: Mariña Lucense;Residentes en España;Julio;23.714
Galicia: Mariña Lucense;Residentes en España;Agosto;27.447
Galicia: Mariña Lucense;Residentes en España;Septiembre;15.899
Galicia: Mariña Lucense;Residentes en España;Octubre;11.282
Galicia: Mariña Lucense;Residentes en España;Noviembre;5.607
Galicia: Mariña Lucense;Residentes en España;Diciembre;5.157
Galicia: Mariña Lucense;No residentes en España;Total;22.256
Galicia: Mariña Lucense;No residentes en España;Enero;220
Galicia: Mariña Lucense;No residentes en España;Febrero;324
Galicia: Mariña Lucense;No residentes en España;Marzo;516
Galicia: Mariña Lucense;No residentes en España;Abril;894
Galicia: Mariña Lucense;No residentes en España;Mayo;2.459
Galicia: Mariña Lucense;No residentes en España;Junio;3.134
Galicia: Mariña Lucense;No residentes en España;Julio;3.935
Galicia: Mariña Lucense;No residentes en España;Agosto;3.886
Galicia: Mariña Lucense;No residentes en España;Septiembre;4.248
Galicia: Mariña Lucense;No residentes en España;Octubre;1.924
Galicia: Mariña Lucense;No residentes en España;Noviembre;381
Galicia: Mariña Lucense;No residentes en España;Diciembre;334
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Total;13.769
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Enero;111
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Febrero;154
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Marzo;232
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Abril;455
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Mayo;1.649
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Junio;2.040
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Julio;2.518
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Agosto;2.533
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Septiembre;2.516
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Octubre;1.242
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Noviembre;198
Galicia: Mariña Lucense;Unión Europea 27 (sin España);Diciembre;120
Galicia: Mariña Lucense;Alemania;Total;3.206
Galicia: Mariña Lucense;Alemania;Enero;..
Galicia: Mariña Lucense;Alemania;Febrero;12
Galicia: Mariña Lucense;Alemania;Marzo;43
Galicia: Mariña Lucense;Alemania;Abril;144
Galicia: Mariña Lucense;Alemania;Mayo;370
Galicia: Mariña Lucense;Alemania;Junio;652
Galicia: Mariña Lucense;Alemania;Julio;615
Galicia: Mariña Lucense;Alemania;Agosto;474
Galicia: Mariña Lucense;Alemania;Septiembre;552
Galicia: Mariña Lucense;Alemania;Octubre;291
Galicia: Mariña Lucense;Alemania;Noviembre;..
Galicia: Mariña Lucense;Alemania;Diciembre;33
